agi,balnce,exempt,wages,agir1,year,taxba
107200,190,6400,250700,27,2006,18850
269000,963,7424,342600,28,2006,60370
50360,2887,3200,165300,25,2006,7209
405000,4775,0,506800,28,2006,113700
356700,6347,0,463700,28,2006,95390
58100,368,3200,179600,25,2006,8825
4354000,105800,0,4376000,32,2006,1372000
76490,56,3200,195200,26,2006,13710
213400,9357,1472,229700,28,2006,50360
5454000,320900,0,187700,33,2006,1630000
971300,3573,0,0,29,2006,309700
512500,11840,0,0,29,2006,148300
104400,4077,3200,121500,27,2006,9808
983100,34040,0,1013000,29,2006,309100
422800,825,0,547800,28,2006,118500
427100,9373,0,442700,28,2006,106600
91580,131,16000,162500,26,2006,9662
7028000,746400,0,1691000,33,2006,1332000
335300,2370,384,483600,28,2006,85620
1184000,9518,0,1267000,30,2006,384000
2390000,537700,0,0,32,2006,763100
306200,22980,0,341500,28,2006,64390
140500,-1635,3200,241100,27,2006,31170
305200,-32210,4800,0,28,2006,65190
367000,3184,0,588400,28,2006,98160
134200,1738,6400,226800,27,2006,22770
148200,4469,3136,289500,27,2006,29570
-14010,0,6400,74370,0,2006,0
306600,-13510,3584,407400,28,2006,68540
1237000,647,0,1636000,30,2006,407800
224800,4787,9024,285200,28,2006,30210
15370000,-484900,0,15320000,34,2006,4318000
472100,-10040,0,532500,28,2006,132800
224100,-7379,9024,282100,28,2006,48260
687900,13550,0,818000,29,2006,205800
333200,-2595,0,301400,28,2006,68150
390600,-2837,0,518200,28,2006,99780
44390,0,3200,47770,24,2006,5709
62700,-846,12800,127100,25,2006,5228
300,0,3200,0,1,2006,0
626300,-9520,0,0,29,2006,152200
1300,0,3200,1052,2,2006,0
395500,-39710,0,71880,28,2006,101100
81800,-698,12800,75810,26,2006,5199
7829,-1940,12800,0,8,2006,0
1444000,-340700,0,438700,30,2006,429300
470700,-10820,0,0,28,2006,60380
14580,-570,6400,15050,15,2006,0
16350,-6332,9600,0,17,2006,0
-1693,0,3200,0,0,2006,0
105300,23820,9600,0,27,2006,14750
-150600,0,0,0,0,2006,0
32180,6683,6400,0,23,2006,1636
664300,21150,0,693500,29,2006,189000
-243500,-4539,6400,40860,0,2006,0
207000,32120,9600,81550,28,2006,32530
25000,1444,6400,1328,21,2006,968
122500,31680,12800,0,27,2006,18260
442600,122700,0,117700,28,2006,125500
-145800,2414,6400,0,0,2006,0
-1147000,6261,0,6808,0,2006,0
279200,-128900,6400,167300,28,2006,62050
672800,-152900,0,0,29,2006,34060
-302100,-751,6400,0,0,2006,0
-54370,760,6400,0,0,2006,0
-59690,0,3100,0,0,2006,0
87230,623,6400,38530,26,2006,5925
264600,-11170,5952,0,28,2006,59080
139800,18780,9600,35570,27,2006,22520
-13350,-23050,0,97640,0,2006,0
31040,-7,16000,18640,23,2006,503
100300,-2426,9300,120200,27,2006,10860
106500,-4841,9600,136900,27,2006,12060
16990,-2751,16000,993,17,2006,0
794400,-707,0,765200,29,2006,238900
16430,4866,3100,0,17,2006,914
-6296,-1655,6400,37400,0,2006,0
17690000,-748600,0,0,34,2006,2677000
-3910000,-3568,0,2100,0,2006,0
-3760000,-3567,0,2100,0,2006,0
1,-633,13200,8207,1,2006,0
34010,-6083,16500,34020,23,2006,998
10120,-4097,9900,10100,11,2006,0
14460,-5159,9900,14470,15,2006,0
17260,-3254,6600,17260,18,2006,313
31000,-6683,3300,30930,23,2006,3009
4861,-926,3300,5036,5,2006,0
23980,-916,3300,23990,21,2006,1951
19230,-569,6600,19310,20,2006,234
47640,-1547,3300,47570,24,2006,6351
12550,-685,6600,12550,13,2006,0
12480,-687,3300,12500,13,2006,403
32970,-490,3300,32900,23,2006,3301
29000,-324,3300,29030,22,2006,2701
10100,-823,3300,10100,11,2006,164
54220,-1658,3300,53950,25,2006,8001
22850,-453,3300,22890,21,2006,1779
7003,-740,3300,6974,8,2006,0
48680,-1272,3300,48730,24,2006,6614
8500,-465,0,8454,9,2006,338
22250,-879,3300,22200,21,2006,1689
31580,-310,3300,31650,23,2006,3091
26670,-989,3300,26650,22,2006,2356
29920,-763,3300,30220,22,2006,2844
7412,-3015,6600,7406,8,2006,0
22660,-5574,9900,22650,21,2006,523
7613,-2675,6600,7615,8,2006,0
12750,-3519,6600,12480,13,2006,0
32930,-5454,9900,33150,23,2006,1784
11830,-3104,6600,11900,12,2006,0
23990,-4545,9900,24720,21,2006,653
51190,-1417,13200,51180,25,2006,3396
45200,-2372,13200,45260,24,2006,2496
22430,-6303,16500,22460,21,2006,0
16420,-4476,9900,16460,17,2006,0
34630,-1397,9900,34620,23,2006,2039
44540,-6825,13200,44750,24,2006,2399
14790,-5264,9900,14870,15,2006,0
22850,-4540,9900,22980,21,2006,543
8883,-3610,9900,8973,9,2006,0
30870,-5079,9900,30420,23,2006,1476
18260,-7308,16500,18210,19,2006,0
17030,-3158,6600,17130,18,2006,289
13880,-5693,9900,13760,14,2006,0
18400,-4671,6600,18370,19,2006,663
27590,-4929,13200,27610,22,2006,408
10640,-3168,9900,7200,11,2006,0
10490,-4778,13200,10490,11,2006,0
27680,-7225,9900,27510,22,2006,1023
10820,-4450,9900,10710,11,2006,0
33320,-2480,9900,33290,23,2006,1844
17520,-4853,9900,17330,18,2006,6
26190,-5941,13200,26320,22,2006,269
6563,-3229,9900,6547,7,2006,0
16530,-5702,9900,16580,17,2006,0
35500,-4504,9900,34820,23,2006,2174
24600,-4531,13200,24500,21,2006,383
9263,-2865,6600,9312,10,2006,0
20080,-5196,9900,20080,21,2006,264
13180,-5907,9900,13200,14,2006,0
37470,-2125,9900,37340,23,2006,1836
27990,-4213,9900,27950,22,2006,1053
26760,-5068,13200,27110,22,2006,603
20840,-2357,6600,21030,21,2006,668
22520,-5168,16500,22700,21,2006,0
43700,-1188,6600,44110,24,2006,3899
15330,-1106,3300,15250,16,2006,563
14120,-4348,6600,14120,15,2006,0
8299,-2989,6600,8409,9,2006,0
33100,-5175,9900,33100,23,2006,1814
17180,-6295,13200,16490,18,2006,0
25210,-5746,9900,25220,22,2006,778
19790,-4637,6600,19920,20,2006,563
29470,-5569,9900,29500,22,2006,1266
11660,-3447,6600,11690,12,2006,0
39330,-4813,16500,38720,23,2006,1253
26750,-3145,6600,26720,22,2006,1349
26920,-790,6600,26930,22,2006,1003
15640,-2276,13200,15590,16,2006,0
36880,-4767,16500,36780,23,2006,1008
15870,-5539,9900,15870,16,2006,0
35330,-5757,16500,35320,23,2006,853
18410,-3614,6600,18560,19,2006,428
29590,-2590,6600,29560,22,2006,1776
5835,-2415,6600,5963,6,2006,0
8544,-4134,9900,8647,9,2006,0
28200,-2863,6600,28260,22,2006,1566
18250,-5843,9900,18270,19,2006,81
9858,-458,0,9944,10,2006,473
6057,-2126,6600,6084,7,2006,0
19720,-4763,9900,19710,20,2006,226
28230,-3066,6600,28260,22,2006,1574
13940,-5493,9900,13960,14,2006,0
9037,-3699,9900,9039,10,2006,0
2845,-276,3300,3350,3,2006,0
16500,-4489,6600,16220,17,2006,234
21790,-5012,9900,21810,21,2006,433
21140,-807,3300,21030,21,2006,1028
12280,-5083,13200,12480,13,2006,0
29850,-2101,6600,29860,22,2006,1814
15090,-4411,6600,15120,16,2006,94
22920,-4353,9900,22890,21,2006,548
38800,-4458,6600,38740,23,2006,3164
29930,-2039,6600,29920,22,2006,1829
27810,-7880,13200,27820,22,2006,708
37830,-3211,9900,37850,23,2006,2519
19730,-1006,3300,19720,20,2006,1314
34840,-3678,9900,34800,23,2006,2069
13610,-3218,9900,2017,14,2006,0
16700,-2692,6600,12540,17,2006,256
10590,-2659,6600,0,11,2006,0
8073,-2806,9900,3046,9,2006,0
9665,-2401,9900,0,10,2006,0
56100,-3344,9900,56160,25,2006,2954
11840,-3450,9900,4122,12,2006,0
12870,-4552,9900,10920,13,2006,0
3105,-1113,9900,3099,4,2006,0
22230,-1360,6600,22260,21,2006,353
7076,-2155,3300,0,8,2006,0
28920,-4773,9900,28930,22,2006,1184
30500,-951,3300,29900,23,2006,2926
13180,-4879,16500,11490,14,2006,0
34410,-704,13200,34470,23,2006,1093
27440,-3170,9900,24640,22,2006,723
23200,-846,3300,23230,21,2006,1839
10470,-3631,6600,10470,11,2006,0
6538,-3380,9900,6501,7,2006,0
33730,-2417,6600,33700,23,2006,2399
23780,-2399,9900,17680,21,2006,358
18780,-4943,9900,14880,19,2006,134
12710,-2865,9900,0,13,2006,0
18460,-6411,9900,18470,19,2006,101
21070,-3904,9900,21040,21,2006,363
18650,-2748,6600,29030,19,2006,448
8411,-4237,9900,8411,9,2006,0
8116,-1553,6600,0,9,2006,0
9036,-1413,6600,0,10,2006,0
13130,-5339,9900,13120,14,2006,0
31580,-5821,16500,31550,23,2006,478
0,-30,3300,0,0,2006,0
14100,-5006,9900,0,15,2006,0
12650,-4985,9900,12640,13,2006,0
7918,-2381,6600,4854,8,2006,0
11610,-4644,9900,9182,12,2006,0
11400,-5591,9900,11380,12,2006,0
43210,-3850,16500,43190,24,2006,1709
10090,-4260,9900,10100,11,2006,0
9642,-3207,13200,3921,10,2006,0
27020,-4943,9900,27510,22,2006,413
11480,-2867,9900,0,12,2006,0
7469,-2917,6600,7447,8,2006,0
10450,-3993,9900,8169,11,2006,0
40310,-4033,9900,40390,24,2006,2894
21480,-5429,16500,21490,21,2006,0
8146,-1962,6600,2216,9,2006,0
9293,-2297,9900,0,10,2006,0
16460,-4427,6600,16220,17,2006,231
6431,-1207,6600,0,7,2006,0
4951,-2050,6600,4950,5,2006,0
8271,-2052,9900,0,9,2006,0
12770,-5627,13200,12480,13,2006,0
13870,-3547,9900,4278,14,2006,0
13080,-724,3300,13170,14,2006,463
18970,-6588,9900,18980,19,2006,151
13860,-3804,9900,4713,14,2006,0
13790,-5417,9900,12160,14,2006,0
41280,-5481,13200,50110,24,2006,4
9869,-4689,9900,9944,10,2006,0
26520,-3168,16500,26570,22,2006,0
9937,-3666,6600,10070,10,2006,0
18820,-6897,9900,18830,19,2006,378
19930,-5250,9900,20060,20,2006,249
8534,-2753,6600,8466,9,2006,0
13560,-2863,9900,0,14,2006,0
21980,-6572,13200,21970,21,2006,0
19850,-5578,9900,19930,20,2006,241
15830,-4432,6600,15890,16,2006,169
11860,-3780,13200,7039,12,2006,0
30260,-5354,9900,30240,23,2006,1386
8576,-266,0,8562,9,2006,343
17320,-4556,9900,14990,18,2006,0
11820,-2867,9900,0,12,2006,0
25300,-5224,13200,25320,22,2006,458
47290,-3039,13200,47410,24,2006,2811
7263,-1410,6600,0,8,2006,0
19030,-4958,9900,19920,20,2006,159
20590,-4826,16500,20540,21,2006,0
9293,-2347,9900,0,10,2006,0
7899,-1517,6600,0,8,2006,0
11430,-2769,3300,0,12,2006,59
33320,-3237,13200,32610,23,2006,1349
11410,-2868,9900,0,12,2006,0
7775,-3912,9900,7675,8,2006,0
29270,-4185,13200,29220,22,2006,853
17310,-5535,16500,17280,18,2006,0
29740,-1654,6600,30760,22,2006,1799
8085,-1558,6600,0,9,2006,0
15850,-5751,9900,15840,16,2006,0
7899,-3254,9900,9847,8,2006,0
21310,-5686,9900,21310,21,2006,388
8876,-1437,6600,0,9,2006,0
11070,-3921,19800,6366,12,2006,0
24740,-4092,9900,46310,21,2006,728
14320,-5890,9900,14270,15,2006,0
12150,-3324,9900,1811,13,2006,0
17790,-3055,6600,13380,18,2006,363
16520,-939,3300,16620,17,2006,774
11030,-2733,9900,0,12,2006,0
2981,-657,6600,637,3,2006,0
9489,-3281,13200,2427,10,2006,0
22180,-3119,9900,22980,21,2006,199
10970,-2080,6600,4595,11,2006,0
9970,-2813,6600,9789,10,2006,0
10200,-589,3300,4784,11,2006,176
32000,-3244,9900,31700,23,2006,1641
57870,-4211,13200,41110,25,2006,4401
14950,-4719,9900,12310,15,2006,0
29590,-1226,3300,29580,22,2006,2791
14430,-419,3300,14380,15,2006,598
20410,-948,3300,20350,21,2006,1419
1469000,-668,0,1384000,30,2006,418700
33350,1369,3200,10210,23,2006,3404
182900,-5971,2046,161500,27,2006,30200
139600,-6924,12800,140700,27,2006,10960
492100,-40480,0,98670,28,2006,6062
40380,-264,9600,58350,24,2006,1039
752400,-28870,0,463300,29,2006,205500
4377000,-101800,0,3752000,32,2006,1316000
402400,-5525,0,401800,28,2006,106400
2013000,-391800,0,76420,32,2006,498400
657200,-144200,0,21530,29,2006,142100
75750,10090,12800,0,26,2006,669
1664000,45930,0,1614000,31,2006,554600
-1534,0,3200,80030,0,2006,0
62690,825,6400,40230,25,2006,2983
-9698,-62,0,140800,0,2006,0
99200,2734,6200,293300,26,2006,156
234100,-2396,13760,298600,28,2006,44670
166000,3294,9300,337100,27,2006,30700
398900,954,0,512000,28,2006,110200
4697,0,12800,84730,5,2006,0
211900,-3787,1364,70870,28,2006,27770
196200,1233,1736,275800,27,2006,42660
4292,0,12400,84470,5,2006,0
48220,-2059,6400,163900,24,2006,3979
287300,18970,5632,394200,28,2006,65210
14890,643,3100,93930,15,2006,662
279100,448,0,391200,28,2006,77150
2232000,125500,0,1966000,32,2006,729000
352100,21540,0,323500,28,2006,89560
125900,2430,9600,268700,27,2006,18210
32810,-716,18600,15640,23,2006,453
580,0,9600,36310,1,2006,0
72360,-8042,3200,184400,25,2006,12710
105200,1227,12400,200000,27,2006,14260
523,0,3100,60250,1,2006,0
284400,-25140,4416,379900,28,2006,69690
-34840,-947,0,67900,0,2006,0
31140,941,22400,0,23,2006,0
219800,-4775,6272,202400,28,2006,30400
153000,9243,6200,114600,27,2006,27460
2702000,137800,0,0,32,2006,387900
96390,20690,3200,0,26,2006,13890
25830,-481,16000,0,22,2006,0
28550,-1273,3300,28560,22,2006,2634
56460,-1531,3300,56890,25,2006,8564
10300,-1206,3300,10230,11,2006,184
22790,-1293,3300,22800,21,2006,1771
14260,-413,0,14270,15,2006,991
15900,-662,3300,15970,16,2006,748
22240,-400,3300,22240,21,2006,1689
6469,0,3300,6464,7,2006,0
3396,-122,0,3382,4,2006,0
3361,-189,0,3342,4,2006,0
6850,-282,3300,6744,7,2006,0
21730,-336,3300,21500,21,2006,1614
44960,-831,3300,44980,24,2006,5689
24110,-6261,9900,24110,21,2006,668
30110,-3285,9900,30120,23,2006,1364
12220,-3280,6600,12230,13,2006,46
10280,-3175,6600,10340,11,2006,0
15600,-6646,13200,15650,16,2006,0
15670,-5060,9900,15610,16,2006,0
2722,-1396,9900,2768,3,2006,0
2688,-910,6600,2676,3,2006,0
28540,-5496,9900,28530,22,2006,1124
16110,-5444,9900,16080,17,2006,0
17190,-4920,6600,17420,18,2006,303
16150,-5056,9900,16080,17,2006,0
21550,-5759,9900,21620,21,2006,408
19050,-3364,6600,19040,20,2006,493
13940,-5706,6600,14120,14,2006,0
14050,-4063,6600,14060,15,2006,231
20050,-7942,13200,20000,21,2006,0
18740,-6838,9900,18750,19,2006,129
26950,-4406,9900,27000,22,2006,953
4983,-2098,13200,5057,5,2006,0
17070,-6741,9900,17040,18,2006,0
27080,-3612,9900,27460,22,2006,963
18530,-4776,6600,18560,19,2006,438
10760,-4806,9900,10880,11,2006,0
11310,-4588,9900,11430,12,2006,0
12340,-3992,6600,12340,13,2006,0
26400,-3696,6600,26310,22,2006,1296
21520,-5232,9900,21430,21,2006,408
22180,-6134,9900,22110,21,2006,473
1820,-706,6600,1781,2,2006,0
3175,-5182,9900,3247,4,2006,0
3330,-1341,6600,3318,4,2006,0
29280,-5457,9900,29290,22,2006,1236
16320,-1090,3300,16310,17,2006,663
11930,-3109,6600,11940,12,2006,0
17260,-5902,9900,17280,18,2006,0
9021,-3670,13200,9029,10,2006,0
16130,-945,6600,15750,17,2006,0
28250,-6005,9900,28290,22,2006,1079
26640,-1365,6600,25740,22,2006,1334
14830,-5579,9900,14800,15,2006,0
28410,-6038,19800,28110,22,2006,0
25710,-3971,9900,25830,22,2006,828
1639,-571,6600,1626,2,2006,0
1912,-655,6600,1899,2,2006,0
9702,-2813,6600,9777,10,2006,0
5846,-2334,6600,5888,6,2006,0
21650,-3369,6600,21610,21,2006,748
18720,-3474,6600,18720,19,2006,458
22020,-5843,13200,22040,21,2006,126
11510,-5059,9900,11530,12,2006,0
31540,-3641,9900,31510,23,2006,1574
4830,-1888,6600,4845,5,2006,0
34490,-4260,9900,34960,23,2006,1428
18440,-7010,16500,18450,19,2006,0
20960,-5966,9900,20880,21,2006,593
20900,-4986,9900,20860,21,2006,343
27710,-5167,9900,27740,22,2006,1028
19480,-4130,6600,19440,20,2006,533
8999,-3624,6600,8951,9,2006,0
22880,-1751,19800,22900,21,2006,0
33100,-1238,9900,33030,23,2006,1806
36550,-3816,13200,36460,23,2006,1836
15840,-3700,6600,15830,16,2006,169
19690,-6245,9900,19710,20,2006,0
17000,-6923,16500,16920,18,2006,0
25640,-6702,13200,25600,22,2006,488
12200,-4979,9900,12140,13,2006,0
1365,-582,6600,1360,2,2006,0
19060,-5522,9900,19080,20,2006,161
6947,-2978,13200,6894,7,2006,0
17180,-3949,6600,17140,18,2006,303
51800,-2210,6600,51890,25,2006,6576
28230,-1573,6600,27280,22,2006,1033
8085,-1518,6600,0,9,2006,0
38950,-5604,13200,39130,23,2006,1536
33140,-3127,16500,33050,23,2006,633
16670,-5342,16500,16390,17,2006,0
25970,-1060,3300,25990,22,2006,2251
19570,-5238,9900,37950,20,2006,211
10040,-2544,13200,0,11,2006,0
12180,-1067,6600,0,13,2006,0
11750,-3331,6600,4251,12,2006,0
28460,-1230,3300,28140,22,2006,2026
24700,-5435,9900,24640,21,2006,728
16660,-5858,13200,10960,17,2006,0
16740,-3222,6600,16770,17,2006,259
14290,-5833,9900,14310,15,2006,0
8494,-2443,9900,4318,9,2006,0
11100,-3270,6600,11080,12,2006,0
24470,-5910,13200,29170,21,2006,96
19470,-2298,6600,19480,20,2006,781
11440,-4556,9900,11470,12,2006,0
11640,-2877,19800,0,12,2006,0
40210,-1225,6600,40410,24,2006,3374
12460,-2867,9900,0,13,2006,0
8164,-302,3300,26330,9,2006,0
11650,-4320,13200,8232,12,2006,0
11430,-2868,9900,0,12,2006,0
17300,-2757,13200,0,18,2006,0
17700,-955,3300,17720,18,2006,1014
11320,-4461,9900,7969,12,2006,0
17830,-5993,16500,17840,18,2006,0
5631,-1545,6600,1880,6,2006,0
10470,-3322,9900,4633,11,2006,0
14970,-4122,6600,15040,15,2006,81
16130,-3289,13200,5044,17,2006,0
6003,-1176,6600,0,7,2006,0
13730,-4043,6600,13720,14,2006,0
5954,-2818,9900,5964,6,2006,0
8041,-1506,6600,0,9,2006,0
26280,-3082,9900,26220,22,2006,563
15180,-7015,6600,35990,16,2006,104
8247,-1533,6600,0,9,2006,0
16410,-5012,9900,16290,17,2006,0
12650,-1325,6600,17440,13,2006,0
18580,-5651,9900,24840,19,2006,114
25320,-5858,9900,25350,22,2006,149
22500,-5690,9900,22530,21,2006,508
53140,-3496,6600,51990,25,2006,5309
7393,-3237,9900,7390,8,2006,0
65180,-2341,3300,63600,25,2006,9576
42090,-3617,6600,38190,24,2006,3021
20070,-1423,6600,20350,21,2006,318
8063,-2147,6600,4080,9,2006,0
17610,-2262,9900,0,18,2006,16
9724,-2383,6600,3600,10,2006,0
6000,-50,9900,0,7,2006,0
50170,-990,6600,50080,25,2006,4866
15160,-6327,6600,25640,16,2006,101
4241,-867,3300,4203,5,2006,0
11270,-3327,6600,11250,12,2006,0
5274,-2376,9900,5222,6,2006,0
10300,-2604,13200,0,11,2006,0
8196,-1541,6600,0,9,2006,0
170900,-1976,6600,170700,27,2006,32540
23660,-2184,6600,23700,21,2006,953
27080,-5157,9900,27070,22,2006,963
61710,-4445,13200,59360,25,2006,4626
24010,-4178,6600,24010,21,2006,988
13200,-2814,9900,0,14,2006,0
22730,-5556,9900,22270,21,2006,528
27020,-7068,13200,27000,22,2006,924
14670,-6533,9900,14680,15,2006,0
25750,-609,3300,25700,22,2006,2221
32290,-1118,3300,32090,23,2006,3196
28970,-6142,9900,29050,22,2006,538
11060,-2799,9900,0,12,2006,0
8130,-3352,13200,8088,9,2006,0
10690,-2705,16500,0,11,2006,0
11470,-5176,9900,11490,12,2006,0
58440,-5208,9900,58510,25,2006,3659
3053,-1094,6600,3026,4,2006,0
17890,-5213,9900,17880,18,2006,44
21610,-5352,13200,21720,21,2006,0
7958,-2154,6600,3961,8,2006,0
23740,-1515,6600,23700,21,2006,958
13580,-4280,9900,10520,14,2006,0
14190,-5089,9900,12800,15,2006,0
24760,-5701,9900,24670,21,2006,733
23600,-4391,9900,23600,21,2006,613
11820,-4413,9900,10210,12,2006,0
12650,-3127,6600,12670,13,2006,0
7695,-1440,6600,0,8,2006,0
1922,-1126,6600,6066,2,2006,0
25720,-2190,6600,25830,22,2006,1199
19580,-3984,6600,19590,20,2006,543
18200,-4315,6600,18110,19,2006,408
27520,-4203,13200,27460,22,2006,313
20180,-4758,16500,15330,21,2006,0
23190,-6964,9900,23170,21,2006,573
8034,-1575,9900,117,9,2006,0
8451,-2041,6600,2790,9,2006,0
35180,840,3100,35180,23,2006,3726
305800,725,4030,275900,28,2006,59720
113700,11020,6400,0,27,2006,9611
182800,-6969,16000,206500,27,2006,21050
-1311000,-2048,0,22760,0,2006,0
35270,812,3200,35240,23,2006,3696
3070000,-243700,0,0,32,2006,756900
-510300,-5000,0,0,0,2006,0
-1906000,0,0,0,0,2006,0
1623000,-5788,0,88740,31,2006,522400
2351000,-125400,0,92190,32,2006,807200
76810,-3499,6400,70720,26,2006,717
5770000,-68080,0,50280,33,2006,1966000
-836700,-239,6400,274100,0,2006,0
25080,-508,6400,0,22,2006,0
-357300,-2000,0,0,0,2006,0
3078000,-50370,0,69740,32,2006,403600
401000,49440,0,73040,28,2006,52760
6753,0,16000,0,7,2006,0
253700,-2841,9216,244600,28,2006,48220
100500,-1071,12800,103600,27,2006,15200
100400,536,9300,37460,27,2006,11340
-93410,-3883,0,29390,0,2006,0
2931000,-190100,0,51340,32,2006,644800
5,0,3200,0,1,2006,0
3307000,304,0,7292,32,2006,27360
72580,-2268,9600,30840,25,2006,6489
-5355,-1670,3200,0,0,2006,0
38800,-2918,12800,33770,23,2006,683
2039000,-354800,0,25550,32,2006,600100
-750200,-12890,0,38320,0,2006,0
56880,5796,6400,0,25,2006,920
500700,-297,0,433700,29,2006,123200
3475000,-70720,0,249500,32,2006,568800
1836000,-141800,0,393600,31,2006,462600
937500,-8403,0,949000,29,2006,271800
236800,-26030,10750,156800,28,2006,2620
133000,-714,6400,99070,27,2006,8458
1559000,-62930,0,187400,31,2006,181900
31150000,-2816000,0,114100,34,2006,9806000
9170000,-132800,0,164000,33,2006,1373000
7651000,-44960,0,0,33,2006,859400
110500,7181,16000,45550,27,2006,6081
155000,-19000,9600,253200,27,2006,13960
-95060,216,6400,0,0,2006,0
-1053000,1470,0,0,0,2006,0
